Epoch:1, train_loss: 0.3347, mse_loss: 1.0603, percept_loss: 0.2785, val_loss: 0.3221, lr: 9.999609168808891e-05, time: 3208
Epoch:38, train_loss: 0.2522, mse_loss: 0.7889, percept_loss: 0.2199, val_loss: 0.2618, lr: 9.446275421627046e-05, time: 3005
Epoch:39, train_loss: 0.2574, mse_loss: 0.8064, percept_loss: 0.2232, val_loss: 0.2514, lr: 9.417341570853019e-05, time: 3028
Epoch:40, train_loss: 0.2569, mse_loss: 0.8048, percept_loss: 0.2228, val_loss: 0.2635, lr: 9.387718066217124e-05, time: 3087
Epoch:41, train_loss: 0.2586, mse_loss: 0.8103, percept_loss: 0.2242, val_loss: 0.2583, lr: 9.357409585614153e-05, time: 3016
Epoch:42, train_loss: 0.2520, mse_loss: 0.7873, percept_loss: 0.2206, val_loss: 0.2576, lr: 9.326420915104534e-05, time: 3038
Epoch:43, train_loss: 0.2479, mse_loss: 0.7747, percept_loss: 0.2170, val_loss: 0.2552, lr: 9.294756948158579e-05, time: 3066
Epoch:44, train_loss: 0.2553, mse_loss: 0.7988, percept_loss: 0.2223, val_loss: 0.2512, lr: 9.262422684883725e-05, time: 3188
Epoch:45, train_loss: 0.2491, mse_loss: 0.7779, percept_loss: 0.2185, val_loss: 0.2519, lr: 9.229423231234974e-05, time: 2991
Epoch:46, train_loss: 0.2515, mse_loss: 0.7866, percept_loss: 0.2196, val_loss: 0.2501, lr: 9.195763798208602e-05, time: 2979
Epoch:47, train_loss: 0.2464, mse_loss: 0.7692, percept_loss: 0.2164, val_loss: 0.2521, lr: 9.161449701019273e-05, time: 2972
Epoch:48, train_loss: 0.2467, mse_loss: 0.7700, percept_loss: 0.2166, val_loss: 0.2510, lr: 9.126486358260716e-05, time: 2949
Epoch:49, train_loss: 0.2469, mse_loss: 0.7707, percept_loss: 0.2168, val_loss: 0.2523, lr: 9.090879291050061e-05, time: 3163
Epoch:50, train_loss: 0.2477, mse_loss: 0.7729, percept_loss: 0.2179, val_loss: 0.2507, lr: 9.05463412215599e-05, time: 2995
Epoch:51, train_loss: 0.2476, mse_loss: 0.7726, percept_loss: 0.2180, val_loss: 0.2548, lr: 9.01775657511084e-05, time: 2989
Epoch:52, train_loss: 0.2431, mse_loss: 0.7572, percept_loss: 0.2151, val_loss: 0.2446, lr: 8.980252473306785e-05, time: 2931
Epoch:53, train_loss: 0.2476, mse_loss: 0.7725, percept_loss: 0.2179, val_loss: 0.2439, lr: 8.942127739076263e-05, time: 2908
Epoch:54, train_loss: 0.2418, mse_loss: 0.7535, percept_loss: 0.2136, val_loss: 0.2487, lr: 8.903388392756767e-05, time: 2936
Epoch:55, train_loss: 0.2405, mse_loss: 0.7480, percept_loss: 0.2138, val_loss: 0.2444, lr: 8.864040551740156e-05, time: 2891
Epoch:56, train_loss: 0.2445, mse_loss: 0.7623, percept_loss: 0.2157, val_loss: 0.2483, lr: 8.824090429506668e-05, time: 2930
Epoch:57, train_loss: 0.2369, mse_loss: 0.7360, percept_loss: 0.2116, val_loss: 0.2432, lr: 8.783544334643716e-05, time: 3074
Epoch:58, train_loss: 0.2400, mse_loss: 0.7472, percept_loss: 0.2128, val_loss: 0.2399, lr: 8.742408669849704e-05, time: 2948
Epoch:59, train_loss: 0.2321, mse_loss: 0.7202, percept_loss: 0.2083, val_loss: 0.2449, lr: 8.700689930922962e-05, time: 2961
Epoch:60, train_loss: 0.2392, mse_loss: 0.7442, percept_loss: 0.2125, val_loss: 0.2496, lr: 8.658394705735988e-05, time: 2945
Epoch:61, train_loss: 0.2407, mse_loss: 0.7487, percept_loss: 0.2140, val_loss: 0.2440, lr: 8.615529673195139e-05, time: 2950
Epoch:62, train_loss: 0.2332, mse_loss: 0.7244, percept_loss: 0.2084, val_loss: 0.2378, lr: 8.572101602185965e-05, time: 2949
Epoch:63, train_loss: 0.2396, mse_loss: 0.7457, percept_loss: 0.2126, val_loss: 0.2517, lr: 8.528117350504305e-05, time: 3013
Epoch:64, train_loss: 0.2353, mse_loss: 0.7320, percept_loss: 0.2092, val_loss: 0.2392, lr: 8.483583863773385e-05, time: 3047
Epoch:65, train_loss: 0.2285, mse_loss: 0.7091, percept_loss: 0.2050, val_loss: 0.2402, lr: 8.438508174347009e-05, time: 2960
Epoch:66, train_loss: 0.2311, mse_loss: 0.7168, percept_loss: 0.2077, val_loss: 0.2402, lr: 8.39289740019907e-05, time: 3158
Epoch:67, train_loss: 0.2281, mse_loss: 0.7074, percept_loss: 0.2048, val_loss: 0.2369, lr: 8.346758743799546e-05, time: 3076
Epoch:68, train_loss: 0.2314, mse_loss: 0.7175, percept_loss: 0.2081, val_loss: 0.2373, lr: 8.300099490977133e-05, time: 3157
Epoch:69, train_loss: 0.2270, mse_loss: 0.7033, percept_loss: 0.2046, val_loss: 0.2287, lr: 8.25292700976875e-05, time: 3166
Epoch:70, train_loss: 0.2306, mse_loss: 0.7159, percept_loss: 0.2066, val_loss: 0.2313, lr: 8.205248749256013e-05, time: 2975
Epoch:71, train_loss: 0.2243, mse_loss: 0.6940, percept_loss: 0.2033, val_loss: 0.2313, lr: 8.157072238388967e-05, time: 3040
Epoch:72, train_loss: 0.2260, mse_loss: 0.6999, percept_loss: 0.2041, val_loss: 0.2339, lr: 8.108405084797153e-05, time: 3148
Epoch:73, train_loss: 0.2186, mse_loss: 0.6750, percept_loss: 0.1995, val_loss: 0.2275, lr: 8.059254973588296e-05, time: 3045
Epoch:74, train_loss: 0.2267, mse_loss: 0.7022, percept_loss: 0.2045, val_loss: 0.2354, lr: 8.009629666134717e-05, time: 2934
Epoch:75, train_loss: 0.2229, mse_loss: 0.6894, percept_loss: 0.2023, val_loss: 0.2318, lr: 7.95953699884774e-05, time: 2953
Epoch:76, train_loss: 0.2170, mse_loss: 0.6696, percept_loss: 0.1983, val_loss: 0.2327, lr: 7.908984881940222e-05, time: 3025
Epoch:77, train_loss: 0.2209, mse_loss: 0.6827, percept_loss: 0.2009, val_loss: 0.2317, lr: 7.857981298177444e-05, time: 3063
Epoch:78, train_loss: 0.2246, mse_loss: 0.6943, percept_loss: 0.2040, val_loss: 0.2208, lr: 7.80653430161653e-05, time: 3128
Epoch:79, train_loss: 0.2227, mse_loss: 0.6886, percept_loss: 0.2022, val_loss: 0.2312, lr: 7.754652016334631e-05, time: 2910
Epoch:80, train_loss: 0.2156, mse_loss: 0.6660, percept_loss: 0.1962, val_loss: 0.2285, lr: 7.702342635146032e-05, time: 3065
Epoch:81, train_loss: 0.2122, mse_loss: 0.6543, percept_loss: 0.1944, val_loss: 0.2301, lr: 7.649614418308414e-05, time: 3004
Epoch:82, train_loss: 0.2125, mse_loss: 0.6551, percept_loss: 0.1950, val_loss: 0.2213, lr: 7.596475692218458e-05, time: 3014
Epoch:83, train_loss: 0.2096, mse_loss: 0.6449, percept_loss: 0.1935, val_loss: 0.2330, lr: 7.542934848097015e-05, time: 3003
Epoch:84, train_loss: 0.2164, mse_loss: 0.6679, percept_loss: 0.1979, val_loss: 0.2223, lr: 7.489000340664043e-05, time: 2967
Epoch:85, train_loss: 0.2121, mse_loss: 0.6531, percept_loss: 0.1951, val_loss: 0.2316, lr: 7.43468068680349e-05, time: 3108
Epoch:86, train_loss: 0.2146, mse_loss: 0.6610, percept_loss: 0.1974, val_loss: 0.2205, lr: 7.379984464218397e-05, time: 3076
Epoch:87, train_loss: 0.2089, mse_loss: 0.6429, percept_loss: 0.1925, val_loss: 0.2233, lr: 7.324920310076367e-05, time: 2964
Epoch:88, train_loss: 0.2076, mse_loss: 0.6378, percept_loss: 0.1926, val_loss: 0.2244, lr: 7.269496919645662e-05, time: 2922
Epoch:89, train_loss: 0.2079, mse_loss: 0.6385, percept_loss: 0.1932, val_loss: 0.2149, lr: 7.213723044922119e-05, time: 2899
Epoch:90, train_loss: 0.2071, mse_loss: 0.6359, percept_loss: 0.1926, val_loss: 0.2230, lr: 7.157607493247111e-05, time: 2961
Epoch:91, train_loss: 0.2046, mse_loss: 0.6289, percept_loss: 0.1896, val_loss: 0.2201, lr: 7.101159125916759e-05, time: 3015
Epoch:92, train_loss: 0.2082, mse_loss: 0.6403, percept_loss: 0.1926, val_loss: 0.2167, lr: 7.044386856782632e-05, time: 3032
Epoch:93, train_loss: 0.2039, mse_loss: 0.6260, percept_loss: 0.1898, val_loss: 0.2178, lr: 6.987299650844154e-05, time: 3015
Epoch:94, train_loss: 0.2011, mse_loss: 0.6163, percept_loss: 0.1881, val_loss: 0.2153, lr: 6.929906522832918e-05, time: 2904
Epoch:95, train_loss: 0.2059, mse_loss: 0.6322, percept_loss: 0.1915, val_loss: 0.2227, lr: 6.872216535789157e-05, time: 2983
Epoch:96, train_loss: 0.2012, mse_loss: 0.6172, percept_loss: 0.1877, val_loss: 0.2127, lr: 6.814238799630593e-05, time: 3070
Epoch:97, train_loss: 0.2011, mse_loss: 0.6166, percept_loss: 0.1879, val_loss: 0.2074, lr: 6.755982469713862e-05, time: 3026
Epoch:98, train_loss: 0.2021, mse_loss: 0.6204, percept_loss: 0.1878, val_loss: 0.2184, lr: 6.697456745388786e-05, time: 3118
Epoch:99, train_loss: 0.1995, mse_loss: 0.6106, percept_loss: 0.1873, val_loss: 0.2103, lr: 6.638670868545689e-05, time: 3106
Epoch:100, train_loss: 0.2038, mse_loss: 0.6253, percept_loss: 0.1900, val_loss: 0.2083, lr: 6.579634122155992e-05, time: 3056
Epoch:101, train_loss: 0.2003, mse_loss: 0.6139, percept_loss: 0.1871, val_loss: 0.2128, lr: 6.520355828806325e-05, time: 3054
Epoch:102, train_loss: 0.1995, mse_loss: 0.6109, percept_loss: 0.1869, val_loss: 0.2016, lr: 6.460845349226384e-05, time: 3018
Epoch:103, train_loss: 0.1957, mse_loss: 0.5989, percept_loss: 0.1840, val_loss: 0.2065, lr: 6.401112080810763e-05, time: 2890
Epoch:104, train_loss: 0.2006, mse_loss: 0.6139, percept_loss: 0.1885, val_loss: 0.2082, lr: 6.341165456134991e-05, time: 3038
Epoch:105, train_loss: 0.1946, mse_loss: 0.5946, percept_loss: 0.1840, val_loss: 0.2104, lr: 6.281014941466032e-05, time: 3231
Epoch:106, train_loss: 0.1924, mse_loss: 0.5881, percept_loss: 0.1814, val_loss: 0.2086, lr: 6.22067003526744e-05, time: 2885
Epoch:107, train_loss: 0.1940, mse_loss: 0.5924, percept_loss: 0.1835, val_loss: 0.2073, lr: 6.16014026669944e-05, time: 2880
Epoch:108, train_loss: 0.1897, mse_loss: 0.5786, percept_loss: 0.1801, val_loss: 0.2084, lr: 6.099435194114174e-05, time: 3042
Epoch:109, train_loss: 0.1937, mse_loss: 0.5916, percept_loss: 0.1833, val_loss: 0.2069, lr: 6.038564403546318e-05, time: 3012
Epoch:110, train_loss: 0.1860, mse_loss: 0.5657, percept_loss: 0.1781, val_loss: 0.2053, lr: 5.977537507199339e-05, time: 2956
Epoch:111, train_loss: 0.1910, mse_loss: 0.5830, percept_loss: 0.1810, val_loss: 0.2076, lr: 5.9163641419276196e-05, time: 2974
Epoch:112, train_loss: 0.1857, mse_loss: 0.5648, percept_loss: 0.1778, val_loss: 0.2117, lr: 5.855053967714677e-05, time: 3059
Epoch:113, train_loss: 0.1900, mse_loss: 0.5802, percept_loss: 0.1797, val_loss: 0.2049, lr: 5.79361666614775e-05, time: 3013
Epoch:114, train_loss: 0.1903, mse_loss: 0.5800, percept_loss: 0.1814, val_loss: 0.2060, lr: 5.732061938888962e-05, time: 3224
Epoch:115, train_loss: 0.1889, mse_loss: 0.5753, percept_loss: 0.1803, val_loss: 0.1990, lr: 5.670399506143309e-05, time: 3011
Epoch:116, train_loss: 0.1899, mse_loss: 0.5789, percept_loss: 0.1807, val_loss: 0.2024, lr: 5.608639105123736e-05, time: 2993
Epoch:117, train_loss: 0.1813, mse_loss: 0.5507, percept_loss: 0.1747, val_loss: 0.1999, lr: 5.5467904885135155e-05, time: 2913
Epoch:118, train_loss: 0.1803, mse_loss: 0.5478, percept_loss: 0.1735, val_loss: 0.2029, lr: 5.4848634229261815e-05, time: 3001
Epoch:119, train_loss: 0.1887, mse_loss: 0.5759, percept_loss: 0.1788, val_loss: 0.1952, lr: 5.4228676873632695e-05, time: 2985
Epoch:120, train_loss: 0.1832, mse_loss: 0.5578, percept_loss: 0.1752, val_loss: 0.2007, lr: 5.360813071670104e-05, time: 2952
Epoch:121, train_loss: 0.1880, mse_loss: 0.5732, percept_loss: 0.1788, val_loss: 0.2037, lr: 5.298709374989862e-05, time: 2971
Epoch:122, train_loss: 0.1800, mse_loss: 0.5465, percept_loss: 0.1735, val_loss: 0.1965, lr: 5.2365664042161784e-05, time: 2949
Epoch:123, train_loss: 0.1802, mse_loss: 0.5470, percept_loss: 0.1737, val_loss: 0.1905, lr: 5.1743939724445234e-05, time: 2977
Epoch:124, train_loss: 0.1750, mse_loss: 0.5302, percept_loss: 0.1700, val_loss: 0.1962, lr: 5.112201897422598e-05, time: 3004
Epoch:125, train_loss: 0.1764, mse_loss: 0.5350, percept_loss: 0.1706, val_loss: 0.1934, lr: 5.050000000000002e-05, time: 3021
Epoch:126, train_loss: 0.1792, mse_loss: 0.5443, percept_loss: 0.1726, val_loss: 0.1942, lr: 4.987798102577406e-05, time: 2888
Epoch:127, train_loss: 0.1745, mse_loss: 0.5282, percept_loss: 0.1699, val_loss: 0.1990, lr: 4.9256060275554815e-05, time: 2899
Epoch:128, train_loss: 0.1750, mse_loss: 0.5300, percept_loss: 0.1701, val_loss: 0.1990, lr: 4.863433595783825e-05, time: 3003
Epoch:129, train_loss: 0.1735, mse_loss: 0.5251, percept_loss: 0.1688, val_loss: 0.1943, lr: 4.8012906250101425e-05, time: 2936
Epoch:130, train_loss: 0.1698, mse_loss: 0.5129, percept_loss: 0.1661, val_loss: 0.1933, lr: 4.739186928329902e-05, time: 2886
Epoch:131, train_loss: 0.1754, mse_loss: 0.5320, percept_loss: 0.1698, val_loss: 0.1906, lr: 4.677132312636734e-05, time: 3012
Epoch:132, train_loss: 0.1698, mse_loss: 0.5130, percept_loss: 0.1663, val_loss: 0.1926, lr: 4.615136577073823e-05, time: 2863
Epoch:133, train_loss: 0.1710, mse_loss: 0.5165, percept_loss: 0.1674, val_loss: 0.1883, lr: 4.553209511486488e-05, time: 2955
Epoch:134, train_loss: 0.1718, mse_loss: 0.5194, percept_loss: 0.1677, val_loss: 0.1932, lr: 4.4913608948762666e-05, time: 3051
Epoch:135, train_loss: 0.1712, mse_loss: 0.5170, percept_loss: 0.1679, val_loss: 0.1897, lr: 4.4296004938566955e-05, time: 3160
Epoch:136, train_loss: 0.1731, mse_loss: 0.5235, percept_loss: 0.1689, val_loss: 0.1880, lr: 4.3679380611110425e-05, time: 3099
Epoch:137, train_loss: 0.1686, mse_loss: 0.5089, percept_loss: 0.1653, val_loss: 0.1876, lr: 4.306383333852253e-05, time: 3102
Epoch:138, train_loss: 0.1762, mse_loss: 0.5349, percept_loss: 0.1699, val_loss: 0.1857, lr: 4.244946032285327e-05, time: 2980
Epoch:139, train_loss: 0.1704, mse_loss: 0.5140, percept_loss: 0.1675, val_loss: 0.1836, lr: 4.183635858072385e-05, time: 2959
Epoch:140, train_loss: 0.1647, mse_loss: 0.4964, percept_loss: 0.1623, val_loss: 0.1900, lr: 4.122462492800664e-05, time: 3039
Epoch:141, train_loss: 0.1668, mse_loss: 0.5023, percept_loss: 0.1651, val_loss: 0.1831, lr: 4.061435596453686e-05, time: 2997
Epoch:142, train_loss: 0.1699, mse_loss: 0.5127, percept_loss: 0.1670, val_loss: 0.1881, lr: 4.00056480588583e-05, time: 3015
Epoch:143, train_loss: 0.1681, mse_loss: 0.5076, percept_loss: 0.1649, val_loss: 0.1915, lr: 3.939859733300563e-05, time: 3119
Epoch:144, train_loss: 0.1654, mse_loss: 0.4985, percept_loss: 0.1633, val_loss: 0.1798, lr: 3.879329964732563e-05, time: 3000
Epoch:145, train_loss: 0.1653, mse_loss: 0.4981, percept_loss: 0.1630, val_loss: 0.1848, lr: 3.8189850585339694e-05, time: 3051
Epoch:146, train_loss: 0.1665, mse_loss: 0.5022, percept_loss: 0.1640, val_loss: 0.1766, lr: 3.75883454386501e-05, time: 3099
Epoch:147, train_loss: 0.1645, mse_loss: 0.4961, percept_loss: 0.1620, val_loss: 0.1857, lr: 3.69888791918924e-05, time: 3012
Epoch:148, train_loss: 0.1653, mse_loss: 0.4983, percept_loss: 0.1631, val_loss: 0.1825, lr: 3.6391546507736185e-05, time: 2944
Epoch:149, train_loss: 0.1628, mse_loss: 0.4910, percept_loss: 0.1601, val_loss: 0.1799, lr: 3.579644171193677e-05, time: 3002
Epoch:150, train_loss: 0.1651, mse_loss: 0.4986, percept_loss: 0.1618, val_loss: 0.1832, lr: 3.5203658778440106e-05, time: 2995
Epoch:151, train_loss: 0.1634, mse_loss: 0.4919, percept_loss: 0.1617, val_loss: 0.1822, lr: 3.4613291314543135e-05, time: 2892
Epoch:152, train_loss: 0.1628, mse_loss: 0.4909, percept_loss: 0.1604, val_loss: 0.1840, lr: 3.402543254611217e-05, time: 2926
Epoch:153, train_loss: 0.1674, mse_loss: 0.5047, percept_loss: 0.1647, val_loss: 0.1804, lr: 3.344017530286141e-05, time: 2935
Epoch:154, train_loss: 0.1621, mse_loss: 0.4879, percept_loss: 0.1607, val_loss: 0.1828, lr: 3.28576120036941e-05, time: 2951
Epoch:155, train_loss: 0.1622, mse_loss: 0.4877, percept_loss: 0.1613, val_loss: 0.1805, lr: 3.227783464210845e-05, time: 3125
Epoch:156, train_loss: 0.1587, mse_loss: 0.4759, percept_loss: 0.1588, val_loss: 0.1775, lr: 3.1700934771670854e-05, time: 2934
Epoch:157, train_loss: 0.1577, mse_loss: 0.4733, percept_loss: 0.1577, val_loss: 0.1789, lr: 3.11270034915585e-05, time: 2926
Epoch:158, train_loss: 0.1575, mse_loss: 0.4726, percept_loss: 0.1573, val_loss: 0.1830, lr: 3.05561314321737e-05, time: 2936
Epoch:159, train_loss: 0.1648, mse_loss: 0.4960, percept_loss: 0.1632, val_loss: 0.1760, lr: 2.9988408740832442e-05, time: 3050
Epoch:160, train_loss: 0.1548, mse_loss: 0.4632, percept_loss: 0.1560, val_loss: 0.1787, lr: 2.9423925067528905e-05, time: 3015
Epoch:161, train_loss: 0.1587, mse_loss: 0.4769, percept_loss: 0.1578, val_loss: 0.1785, lr: 2.8862769550778837e-05, time: 2941
Epoch:162, train_loss: 0.1569, mse_loss: 0.4700, percept_loss: 0.1574, val_loss: 0.1704, lr: 2.8305030803543416e-05, time: 3008
Epoch:163, train_loss: 0.1547, mse_loss: 0.4631, percept_loss: 0.1557, val_loss: 0.1729, lr: 2.7750796899236358e-05, time: 2956
Epoch:164, train_loss: 0.1546, mse_loss: 0.4627, percept_loss: 0.1556, val_loss: 0.1746, lr: 2.7200155357816056e-05, time: 2944
Epoch:165, train_loss: 0.1549, mse_loss: 0.4639, percept_loss: 0.1559, val_loss: 0.1711, lr: 2.665319313196511e-05, time: 3018
Epoch:166, train_loss: 0.1548, mse_loss: 0.4638, percept_loss: 0.1555, val_loss: 0.1775, lr: 2.6109996593359558e-05, time: 3038
Epoch:167, train_loss: 0.1566, mse_loss: 0.4694, percept_loss: 0.1569, val_loss: 0.1724, lr: 2.557065151902984e-05, time: 2949
Epoch:168, train_loss: 0.1528, mse_loss: 0.4574, percept_loss: 0.1538, val_loss: 0.1766, lr: 2.5035243077815428e-05, time: 2896
Epoch:169, train_loss: 0.1529, mse_loss: 0.4575, percept_loss: 0.1540, val_loss: 0.1762, lr: 2.450385581691586e-05, time: 2949
Epoch:170, train_loss: 0.1522, mse_loss: 0.4557, percept_loss: 0.1530, val_loss: 0.1743, lr: 2.397657364853968e-05, time: 3009
Epoch:171, train_loss: 0.1553, mse_loss: 0.4661, percept_loss: 0.1549, val_loss: 0.1688, lr: 2.3453479836653688e-05, time: 2916
Epoch:172, train_loss: 0.1555, mse_loss: 0.4666, percept_loss: 0.1555, val_loss: 0.1792, lr: 2.2934656983834696e-05, time: 2956
Epoch:173, train_loss: 0.1485, mse_loss: 0.4434, percept_loss: 0.1504, val_loss: 0.1776, lr: 2.2420187018225568e-05, time: 2987
Epoch:174, train_loss: 0.1532, mse_loss: 0.4591, percept_loss: 0.1536, val_loss: 0.1674, lr: 2.1910151180597767e-05, time: 3038
Epoch:175, train_loss: 0.1493, mse_loss: 0.4457, percept_loss: 0.1514, val_loss: 0.1731, lr: 2.140463001152259e-05, time: 2969
Epoch:176, train_loss: 0.1479, mse_loss: 0.4410, percept_loss: 0.1508, val_loss: 0.1735, lr: 2.0903703338652838e-05, time: 2918
Epoch:177, train_loss: 0.1439, mse_loss: 0.4283, percept_loss: 0.1474, val_loss: 0.1692, lr: 2.0407450264117034e-05, time: 3038
Epoch:178, train_loss: 0.1523, mse_loss: 0.4552, percept_loss: 0.1539, val_loss: 0.1731, lr: 1.9915949152028446e-05, time: 2956
Epoch:179, train_loss: 0.1448, mse_loss: 0.4306, percept_loss: 0.1486, val_loss: 0.1721, lr: 1.9429277616110337e-05, time: 3062
Epoch:180, train_loss: 0.1484, mse_loss: 0.4430, percept_loss: 0.1505, val_loss: 0.1636, lr: 1.894751250743986e-05, time: 3175
Epoch:181, train_loss: 0.1444, mse_loss: 0.4298, percept_loss: 0.1477, val_loss: 0.1715, lr: 1.84707299023125e-05, time: 3093
Epoch:182, train_loss: 0.1502, mse_loss: 0.4484, percept_loss: 0.1525, val_loss: 0.1683, lr: 1.7999005090228665e-05, time: 2996
Epoch:183, train_loss: 0.1472, mse_loss: 0.4386, percept_loss: 0.1504, val_loss: 0.1663, lr: 1.753241256200455e-05, time: 3036
Epoch:184, train_loss: 0.1438, mse_loss: 0.4278, percept_loss: 0.1475, val_loss: 0.1679, lr: 1.707102599800929e-05, time: 3029
Epoch:185, train_loss: 0.1475, mse_loss: 0.4403, percept_loss: 0.1496, val_loss: 0.1670, lr: 1.6614918256529927e-05, time: 2968
Epoch:186, train_loss: 0.1449, mse_loss: 0.4318, percept_loss: 0.1477, val_loss: 0.1622, lr: 1.6164161362266163e-05, time: 3031
Epoch:187, train_loss: 0.1478, mse_loss: 0.4415, percept_loss: 0.1497, val_loss: 0.1647, lr: 1.5718826494956954e-05, time: 3043
